;QV2M;RH2M;PS;T2M;T2M_MIN;T2M_MAX;WS10M;WS50M;WS10M_MAX;WS50M_MAX;WS10M_MIN;WS50M_MIN;T2M_MIN_MINIMO;T2M_MAX_MAXIMO;WS10M_MAX_MAXIMO;WS50M_MAX_MAXIMO;WS10M_MIN_MINIMO;WS50M_MIN_MINIMO;center_point;envelope
20000731;15.725164835164836;73.4821978021978;100.10329670329668;26.831263736263736;22.26774725274725;32.77593406593407;4.482197802197802;6.342142857142857;6.296978021978021;8.034670329670329;2.772967032967033;4.711648351648352;18.76;38.56;9.1;11.59;0.12;0.3;POINT (-37 -5.75);POLYGON ((-37.125 -5.875, -36.875 -5.875, -36.875 -5.625, -37.125 -5.625, -37.125 -5.875))
20010131;13.407445652173912;60.51809782608696;100.14989130434782;27.983260869565218;22.03782608695652;35.51744565217391;6.136304347826086;7.766304347826087;8.059184782608696;9.994076086956522;3.74;5.51375;17.78;38.59;9.76;11.91;1.33;1.52;POINT (-37 -5.75);POLYGON ((-37.125 -5.875, -36.875 -5.875, -36.875 -5.625, -37.125 -5.625, -37.125 -5.875))
20010731;14.548232044198896;65.12955801104972;100.16298342541435;27.882983425414363;22.581491712707184;34.71005524861878;4.75292817679558;6.41657458563536;6.5048066298342535;8.369558011049724;2.9381215469613258;4.673867403314917;18.82;38.63;8.79;10.88;0.71;0.77;POINT (-37 -5.75);POLYGON ((-37.125 -5.875, -36.875 -5.875, -36.875 -5.625, -37.125 -5.625, -37.125 -5.875))
20020131;13.418641304347828;58.453206521739126;100.15652173913044;28.621195652173917;22.66260869565217;36.23625;6.199891304347826;7.851304347826088;8.147391304347826;10.200597826086955;3.8409239130434782;5.53570652173913;17.8;39.1;10.42;13.1;1.62;2.76;POINT (-37 -5.75);POLYGON ((-37.125 -5.875, -36.875 -5.875, -36.875 -5.625, -37.125 -5.625, -37.125 -5.875))
20020731;15.688232044198896;73.57911602209944;100.19519337016575;26.772486187845303;22.07453038674033;32.77480662983425;4.413812154696132;6.312596685082872;6.286187845303867;8.08292817679558;2.7723204419889504;4.684364640883978;18.42;37.89;9.09;11.15;0.75;1.2;POINT (-37 -5.75);POLYGON ((-37.125 -5.875, -36.875 -5.875, -36.875 -5.625, -37.125 -5.625, -37.125 -5.875))
20030131;13.171630434782609;57.43967391304348;100.1953804347826;28.628097826086957;22.532663043478266;36.36929347826087;6.242663043478261;7.86375;8.28554347826087;10.34141304347826;3.730434782608696;5.449510869565217;18.58;38.63;11.01;13.27;1.01;1.04;POINT (-37 -5.75);POLYGON ((-37.125 -5.875, -36.875 -5.875, -36.875 -5.625, -37.125 -5.625, -37.125 -5.875))
20030731;15.575745856353592;71.72193370165746;100.17513812154696;27.133204419889505;22.325414364640885;33.35309392265193;4.553977900552487;6.404861878453039;6.266574585635359;8.099613259668509;2.9035911602209943;4.753812154696133;18.15;37.19;9.5;11.74;0.78;1.02;POINT (-37 -5.75);POLYGON ((-37.125 -5.875, -36.875 -5.875, -36.875 -5.625, -37.125 -5.625, -37.125 -5.875))
20040131;13.447608695652177;57.71559782608696;100.12179347826088;28.945489130434783;22.95608695652174;36.557391304347824;6.195978260869565;7.819891304347825;8.159239130434782;10.28320652173913;3.8140217391304345;5.45625;19.38;39.53;10.34;13.1;1.14;1.49;POINT (-37 -5.75);POLYGON ((-37.125 -5.875, -36.875 -5.875, -36.875 -5.625, -37.125 -5.625, -37.125 -5.875))
20040731;16.080384615384617;76.05181318681319;100.18928571428572;26.51510989010989;21.99989010989011;32.324835164835164;4.489230769230769;6.491043956043956;6.382087912087912;8.125824175824176;2.905604395604396;4.9740109890109885;19.04;35.29;9.4;12.0;0.86;1.06;POINT (-37 -5.75);POLYGON ((-37.125 -5.875, -36.875 -5.875, -36.875 -5.625, -37.125 -5.625, -37.125 -5.875))
20050131;13.033858695652174;56.10277173913043;100.13190217391303;28.88684782608696;22.64695652173913;36.83423913043478;6.413586956521739;8.056086956521739;8.396032608695652;10.48717391304348;4.003913043478261;5.764021739130435;18.83;39.23;10.6;13.35;1.81;2.07;POINT (-37 -5.75);POLYGON ((-37.125 -5.875, -36.875 -5.875, -36.875 -5.625, -37.125 -5.625, -37.125 -5.875))
20050731;15.674530386740331;70.25696132596686;100.15060773480664;27.67729281767956;22.878342541436467;33.934806629834256;4.860718232044198;6.690939226519337;6.746464088397789;8.554861878453039;2.9803314917127075;4.867182320441989;18.97;39.8;9.2;11.54;0.42;0.54;POINT (-37 -5.75);POLYGON ((-37.125 -5.875, -36.875 -5.875, -36.875 -5.625, -37.125 -5.625, -37.125 -5.875))
20060131;13.061793478260867;57.20146739130435;100.11896739130434;28.605326086956524;22.31483695652174;36.54951086956522;6.580760869565217;8.25875;8.453260869565218;10.553478260869564;4.182771739130435;5.925760869565217;18.8;39.68;10.34;13.2;2.83;3.23;POINT (-37 -5.75);POLYGON ((-37.125 -5.875, -36.875 -5.875, -36.875 -5.625, -37.125 -5.625, -37.125 -5.875))
20060731;16.152596685082873;75.32878453038674;100.14541436464089;26.802651933701657;22.43165745856353;32.46088397790055;4.227569060773481;6.13475138121547;6.000276243093922;7.858729281767956;2.6792265193370164;4.561381215469614;18.58;38.9;9.7;12.18;0.35;0.55;POINT (-37 -5.75);POLYGON ((-37.125 -5.875, -36.875 -5.875, -36.875 -5.625, -37.125 -5.625, -37.125 -5.875))
20070131;13.427608695652172;58.364184782608696;100.1458695652174;28.63070652173913;22.55663043478261;36.28532608695652;6.131793478260869;7.769728260869565;8.040489130434782;9.95625;3.761141304347826;5.5327717391304345;18.99;39.29;9.77;12.77;1.82;2.27;POINT (-37 -5.75);POLYGON ((-37.125 -5.875, -36.875 -5.875, -36.875 -5.625, -37.125 -5.625, -37.125 -5.875))
20070731;15.533204419889504;71.60342541436464;100.16983425414364;27.13016574585636;22.3228729281768;33.32077348066298;4.697624309392265;6.579668508287293;6.565690607734807;8.317900552486188;2.9065745856353598;4.854364640883978;18.59;38.33;9.7;11.94;0.02;0.09;POINT (-37 -5.75);POLYGON ((-37.125 -5.875, -36.875 -5.875, -36.875 -5.625, -37.125 -5.625, -37.125 -5.875))
20080131;12.999728260869563;57.27684782608696;100.11146739130434;28.465163043478263;22.285760869565216;36.27576086956522;6.622391304347826;8.328206521739132;8.558967391304348;10.699945652173913;4.213967391304348;5.985978260869565;19.12;38.81;10.74;13.53;2.3;3.05;POINT (-37 -5.75);POLYGON ((-37.125 -5.875, -36.875 -5.875, -36.875 -5.625, -37.125 -5.625, -37.125 -5.875))
20080731;15.797197802197802;74.75181318681318;100.11543956043955;26.62450549450549;22.24703296703297;32.34335164835165;4.163626373626373;6.005274725274726;6.016978021978021;7.868956043956045;2.5775274725274726;4.315384615384615;17.9;38.54;9.16;11.54;0.2;0.4;POINT (-37 -5.75);POLYGON ((-37.125 -5.875, -36.875 -5.875, -36.875 -5.625, -37.125 -5.625, -37.125 -5.875))
20090131;13.531032608695652;59.10951086956521;100.0933695652174;28.57641304347826;22.555;36.22407608695652;6.147717391304348;7.850271739130435;7.981630434782608;9.987989130434782;3.865815217391304;5.723532608695652;18.42;38.94;10.3;12.98;0.63;1.29;POINT (-37 -5.75);POLYGON ((-37.125 -5.875, -36.875 -5.875, -36.875 -5.625, -37.125 -5.625, -37.125 -5.875))
20090731;16.987624309392267;82.24530386740331;100.14;25.97480662983425;22.333701657458565;30.740055248618784;3.569337016574585;5.363204419889503;5.207790055248619;6.961767955801105;2.198342541436464;3.877182320441989;19.05;36.69;8.47;10.45;0.11;0.05;POINT (-37 -5.75);POLYGON ((-37.125 -5.875, -36.875 -5.875, -36.875 -5.625, -37.125 -5.625, -37.125 -5.875))
