center_point,envelope
POINT (-54.0909436468 -17.851582746600002),"POLYGON ((-54.3409436468 -18.101582746600002, -53.8409436468 -18.101582746600002, -53.8409436468 -17.601582746600002, -54.3409436468 -17.601582746600002, -54.3409436468 -18.101582746600002))"
POINT (-54.0909436468 -17.351582746600002),"POLYGON ((-54.3409436468 -17.601582746600002, -53.8409436468 -17.601582746600002, -53.8409436468 -17.101582746600002, -54.3409436468 -17.101582746600002, -54.3409436468 -17.601582746600002))"
POINT (-54.0909436468 -16.851582746600002),"POLYGON ((-54.3409436468 -17.101582746600002, -53.8409436468 -17.101582746600002, -53.8409436468 -16.601582746600002, -54.3409436468 -16.601582746600002, -54.3409436468 -17.101582746600002))"
POINT (-54.0909436468 -16.351582746600002),"POLYGON ((-54.3409436468 -16.601582746600002, -53.8409436468 -16.601582746600002, -53.8409436468 -16.101582746600002, -54.3409436468 -16.101582746600002, -54.3409436468 -16.601582746600002))"
POINT (-54.0909436468 -15.851582746600002),"POLYGON ((-54.3409436468 -16.101582746600002, -53.8409436468 -16.101582746600002, -53.8409436468 -15.601582746600002, -54.3409436468 -15.601582746600002, -54.3409436468 -16.101582746600002))"
POINT (-54.0909436468 -15.351582746600002),"POLYGON ((-54.3409436468 -15.601582746600002, -53.8409436468 -15.601582746600002, -53.8409436468 -15.101582746600002, -54.3409436468 -15.101582746600002, -54.3409436468 -15.601582746600002))"
POINT (-54.0909436468 -14.851582746600002),"POLYGON ((-54.3409436468 -15.101582746600002, -53.8409436468 -15.101582746600002, -53.8409436468 -14.601582746600002, -54.3409436468 -14.601582746600002, -54.3409436468 -15.101582746600002))"
POINT (-54.0909436468 -14.351582746600002),"POLYGON ((-54.3409436468 -14.601582746600002, -53.8409436468 -14.601582746600002, -53.8409436468 -14.101582746600002, -54.3409436468 -14.101582746600002, -54.3409436468 -14.601582746600002))"
POINT (-54.0909436468 -13.851582746600002),"POLYGON ((-54.3409436468 -14.101582746600002, -53.8409436468 -14.101582746600002, -53.8409436468 -13.601582746600002, -54.3409436468 -13.601582746600002, -54.3409436468 -14.101582746600002))"
POINT (-54.0909436468 -13.351582746600002),"POLYGON ((-54.3409436468 -13.601582746600002, -53.8409436468 -13.601582746600002, -53.8409436468 -13.101582746600002, -54.3409436468 -13.101582746600002, -54.3409436468 -13.601582746600002))"
POINT (-54.0909436468 -12.851582746600002),"POLYGON ((-54.3409436468 -13.101582746600002, -53.8409436468 -13.101582746600002, -53.8409436468 -12.601582746600002, -54.3409436468 -12.601582746600002, -54.3409436468 -13.101582746600002))"
POINT (-54.0909436468 -12.351582746600002),"POLYGON ((-54.3409436468 -12.601582746600002, -53.8409436468 -12.601582746600002, -53.8409436468 -12.101582746600002, -54.3409436468 -12.101582746600002, -54.3409436468 -12.601582746600002))"
POINT (-54.0909436468 -11.851582746600002),"POLYGON ((-54.3409436468 -12.101582746600002, -53.8409436468 -12.101582746600002, -53.8409436468 -11.601582746600002, -54.3409436468 -11.601582746600002, -54.3409436468 -12.101582746600002))"
POINT (-54.0909436468 -11.351582746600002),"POLYGON ((-54.3409436468 -11.601582746600002, -53.8409436468 -11.601582746600002, -53.8409436468 -11.101582746600002, -54.3409436468 -11.101582746600002, -54.3409436468 -11.601582746600002))"
POINT (-54.0909436468 -10.851582746600002),"POLYGON ((-54.3409436468 -11.101582746600002, -53.8409436468 -11.101582746600002, -53.8409436468 -10.601582746600002, -54.3409436468 -10.601582746600002, -54.3409436468 -11.101582746600002))"
POINT (-54.0909436468 -10.351582746600002),"POLYGON ((-54.3409436468 -10.601582746600002, -53.8409436468 -10.601582746600002, -53.8409436468 -10.101582746600002, -54.3409436468 -10.101582746600002, -54.3409436468 -10.601582746600002))"
POINT (-54.0909436468 -9.851582746600002),"POLYGON ((-54.3409436468 -10.101582746600002, -53.8409436468 -10.101582746600002, -53.8409436468 -9.601582746600002, -54.3409436468 -9.601582746600002, -54.3409436468 -10.101582746600002))"
POINT (-54.0909436468 -9.351582746600002),"POLYGON ((-54.3409436468 -9.601582746600002, -53.8409436468 -9.601582746600002, -53.8409436468 -9.101582746600002, -54.3409436468 -9.101582746600002, -54.3409436468 -9.601582746600002))"
POINT (-54.0909436468 -8.851582746600002),"POLYGON ((-54.3409436468 -9.101582746600002, -53.8409436468 -9.101582746600002, -53.8409436468 -8.601582746600002, -54.3409436468 -8.601582746600002, -54.3409436468 -9.101582746600002))"
POINT (-54.0909436468 -8.351582746600002),"POLYGON ((-54.3409436468 -8.601582746600002, -53.8409436468 -8.601582746600002, -53.8409436468 -8.101582746600002, -54.3409436468 -8.101582746600002, -54.3409436468 -8.601582746600002))"
POINT (-54.0909436468 -7.851582746600002),"POLYGON ((-54.3409436468 -8.101582746600002, -53.8409436468 -8.101582746600002, -53.8409436468 -7.601582746600002, -54.3409436468 -7.601582746600002, -54.3409436468 -8.101582746600002))"
POINT (-54.0909436468 -7.351582746600002),"POLYGON ((-54.3409436468 -7.601582746600002, -53.8409436468 -7.601582746600002, -53.8409436468 -7.101582746600002, -54.3409436468 -7.101582746600002, -54.3409436468 -7.601582746600002))"
POINT (-54.0909436468 -6.851582746600002),"POLYGON ((-54.3409436468 -7.101582746600002, -53.8409436468 -7.101582746600002, -53.8409436468 -6.601582746600002, -54.3409436468 -6.601582746600002, -54.3409436468 -7.101582746600002))"
POINT (-54.0909436468 -6.351582746600002),"POLYGON ((-54.3409436468 -6.601582746600002, -53.8409436468 -6.601582746600002, -53.8409436468 -6.101582746600002, -54.3409436468 -6.101582746600002, -54.3409436468 -6.601582746600002))"
POINT (-54.0909436468 -5.851582746600002),"POLYGON ((-54.3409436468 -6.101582746600002, -53.8409436468 -6.101582746600002, -53.8409436468 -5.601582746600002, -54.3409436468 -5.601582746600002, -54.3409436468 -6.101582746600002))"
POINT (-54.0909436468 -5.351582746600002),"POLYGON ((-54.3409436468 -5.601582746600002, -53.8409436468 -5.601582746600002, -53.8409436468 -5.101582746600002, -54.3409436468 -5.101582746600002, -54.3409436468 -5.601582746600002))"
POINT (-54.0909436468 -4.851582746600002),"POLYGON ((-54.3409436468 -5.101582746600002, -53.8409436468 -5.101582746600002, -53.8409436468 -4.601582746600002, -54.3409436468 -4.601582746600002, -54.3409436468 -5.101582746600002))"
POINT (-54.0909436468 -4.351582746600002),"POLYGON ((-54.3409436468 -4.601582746600002, -53.8409436468 -4.601582746600002, -53.8409436468 -4.101582746600002, -54.3409436468 -4.101582746600002, -54.3409436468 -4.601582746600002))"
POINT (-54.0909436468 -3.851582746600002),"POLYGON ((-54.3409436468 -4.101582746600002, -53.8409436468 -4.101582746600002, -53.8409436468 -3.601582746600002, -54.3409436468 -3.601582746600002, -54.3409436468 -4.101582746600002))"
POINT (-54.0909436468 -3.351582746600002),"POLYGON ((-54.3409436468 -3.601582746600002, -53.8409436468 -3.601582746600002, -53.8409436468 -3.101582746600002, -54.3409436468 -3.101582746600002, -54.3409436468 -3.601582746600002))"
POINT (-54.0909436468 -2.851582746600002),"POLYGON ((-54.3409436468 -3.101582746600002, -53.8409436468 -3.101582746600002, -53.8409436468 -2.601582746600002, -54.3409436468 -2.601582746600002, -54.3409436468 -3.101582746600002))"
POINT (-54.0909436468 -2.351582746600002),"POLYGON ((-54.3409436468 -2.601582746600002, -53.8409436468 -2.601582746600002, -53.8409436468 -2.101582746600002, -54.3409436468 -2.101582746600002, -54.3409436468 -2.601582746600002))"
POINT (-54.0909436468 -1.8515827466000019),"POLYGON ((-54.3409436468 -2.101582746600002, -53.8409436468 -2.101582746600002, -53.8409436468 -1.6015827466000019, -54.3409436468 -1.6015827466000019, -54.3409436468 -2.101582746600002))"
POINT (-54.0909436468 -1.3515827466000019),"POLYGON ((-54.3409436468 -1.6015827466000019, -53.8409436468 -1.6015827466000019, -53.8409436468 -1.1015827466000019, -54.3409436468 -1.1015827466000019, -54.3409436468 -1.6015827466000019))"
POINT (-54.0909436468 -0.8515827466000019),"POLYGON ((-54.3409436468 -1.1015827466000019, -53.8409436468 -1.1015827466000019, -53.8409436468 -0.6015827466000019, -54.3409436468 -0.6015827466000019, -54.3409436468 -1.1015827466000019))"
POINT (-54.0909436468 -0.3515827466000019),"POLYGON ((-54.3409436468 -0.6015827466000019, -53.8409436468 -0.6015827466000019, -53.8409436468 -0.1015827466000019, -54.3409436468 -0.1015827466000019, -54.3409436468 -0.6015827466000019))"
POINT (-54.0909436468 0.1484172533999981),"POLYGON ((-54.3409436468 -0.1015827466000019, -53.8409436468 -0.1015827466000019, -53.8409436468 0.3984172533999981, -54.3409436468 0.3984172533999981, -54.3409436468 -0.1015827466000019))"
POINT (-54.0909436468 0.6484172533999981),"POLYGON ((-54.3409436468 0.3984172533999981, -53.8409436468 0.3984172533999981, -53.8409436468 0.8984172533999981, -54.3409436468 0.8984172533999981, -54.3409436468 0.3984172533999981))"
POINT (-54.0909436468 1.1484172533999981),"POLYGON ((-54.3409436468 0.8984172533999981, -53.8409436468 0.8984172533999981, -53.8409436468 1.3984172533999981, -54.3409436468 1.3984172533999981, -54.3409436468 0.8984172533999981))"
POINT (-54.0909436468 1.6484172533999981),"POLYGON ((-54.3409436468 1.3984172533999981, -53.8409436468 1.3984172533999981, -53.8409436468 1.8984172533999981, -54.3409436468 1.8984172533999981, -54.3409436468 1.3984172533999981))"
POINT (-54.0909436468 2.148417253399998),"POLYGON ((-54.3409436468 1.8984172533999981, -53.8409436468 1.8984172533999981, -53.8409436468 2.398417253399998, -54.3409436468 2.398417253399998, -54.3409436468 1.8984172533999981))"
POINT (-54.0909436468 2.648417253399998),"POLYGON ((-54.3409436468 2.398417253399998, -53.8409436468 2.398417253399998, -53.8409436468 2.898417253399998, -54.3409436468 2.898417253399998, -54.3409436468 2.398417253399998))"
POINT (-54.0909436468 3.148417253399998),"POLYGON ((-54.3409436468 2.898417253399998, -53.8409436468 2.898417253399998, -53.8409436468 3.398417253399998, -54.3409436468 3.398417253399998, -54.3409436468 2.898417253399998))"
POINT (-53.5909436468 -33.8515827466),"POLYGON ((-53.8409436468 -34.1015827466, -53.3409436468 -34.1015827466, -53.3409436468 -33.6015827466, -53.8409436468 -33.6015827466, -53.8409436468 -34.1015827466))"
POINT (-53.5909436468 -33.3515827466),"POLYGON ((-53.8409436468 -33.6015827466, -53.3409436468 -33.6015827466, -53.3409436468 -33.1015827466, -53.8409436468 -33.1015827466, -53.8409436468 -33.6015827466))"
POINT (-53.5909436468 -32.8515827466),"POLYGON ((-53.8409436468 -33.1015827466, -53.3409436468 -33.1015827466, -53.3409436468 -32.6015827466, -53.8409436468 -32.6015827466, -53.8409436468 -33.1015827466))"
POINT (-53.5909436468 -32.3515827466),"POLYGON ((-53.8409436468 -32.6015827466, -53.3409436468 -32.6015827466, -53.3409436468 -32.1015827466, -53.8409436468 -32.1015827466, -53.8409436468 -32.6015827466))"
POINT (-53.5909436468 -31.851582746600002),"POLYGON ((-53.8409436468 -32.1015827466, -53.3409436468 -32.1015827466, -53.3409436468 -31.601582746600002, -53.8409436468 -31.601582746600002, -53.8409436468 -32.1015827466))"
POINT (-53.5909436468 -31.351582746600002),"POLYGON ((-53.8409436468 -31.601582746600002, -53.3409436468 -31.601582746600002, -53.3409436468 -31.101582746600002, -53.8409436468 -31.101582746600002, -53.8409436468 -31.601582746600002))"
POINT (-53.5909436468 -30.851582746600002),"POLYGON ((-53.8409436468 -31.101582746600002, -53.3409436468 -31.101582746600002, -53.3409436468 -30.601582746600002, -53.8409436468 -30.601582746600002, -53.8409436468 -31.101582746600002))"
POINT (-53.5909436468 -30.351582746600002),"POLYGON ((-53.8409436468 -30.601582746600002, -53.3409436468 -30.601582746600002, -53.3409436468 -30.101582746600002, -53.8409436468 -30.101582746600002, -53.8409436468 -30.601582746600002))"
POINT (-53.5909436468 -29.851582746600002),"POLYGON ((-53.8409436468 -30.101582746600002, -53.3409436468 -30.101582746600002, -53.3409436468 -29.601582746600002, -53.8409436468 -29.601582746600002, -53.8409436468 -30.101582746600002))"
POINT (-53.5909436468 -29.351582746600002),"POLYGON ((-53.8409436468 -29.601582746600002, -53.3409436468 -29.601582746600002, -53.3409436468 -29.101582746600002, -53.8409436468 -29.101582746600002, -53.8409436468 -29.601582746600002))"
POINT (-53.5909436468 -28.851582746600002),"POLYGON ((-53.8409436468 -29.101582746600002, -53.3409436468 -29.101582746600002, -53.3409436468 -28.601582746600002, -53.8409436468 -28.601582746600002, -53.8409436468 -29.101582746600002))"
POINT (-53.5909436468 -28.351582746600002),"POLYGON ((-53.8409436468 -28.601582746600002, -53.3409436468 -28.601582746600002, -53.3409436468 -28.101582746600002, -53.8409436468 -28.101582746600002, -53.8409436468 -28.601582746600002))"
POINT (-53.5909436468 -27.851582746600002),"POLYGON ((-53.8409436468 -28.101582746600002, -53.3409436468 -28.101582746600002, -53.3409436468 -27.601582746600002, -53.8409436468 -27.601582746600002, -53.8409436468 -28.101582746600002))"
POINT (-53.5909436468 -27.351582746600002),"POLYGON ((-53.8409436468 -27.601582746600002, -53.3409436468 -27.601582746600002, -53.3409436468 -27.101582746600002, -53.8409436468 -27.101582746600002, -53.8409436468 -27.601582746600002))"
POINT (-53.5909436468 -26.851582746600002),"POLYGON ((-53.8409436468 -27.101582746600002, -53.3409436468 -27.101582746600002, -53.3409436468 -26.601582746600002, -53.8409436468 -26.601582746600002, -53.8409436468 -27.101582746600002))"
POINT (-53.5909436468 -26.351582746600002),"POLYGON ((-53.8409436468 -26.601582746600002, -53.3409436468 -26.601582746600002, -53.3409436468 -26.101582746600002, -53.8409436468 -26.101582746600002, -53.8409436468 -26.601582746600002))"
POINT (-53.5909436468 -25.851582746600002),"POLYGON ((-53.8409436468 -26.101582746600002, -53.3409436468 -26.101582746600002, -53.3409436468 -25.601582746600002, -53.8409436468 -25.601582746600002, -53.8409436468 -26.101582746600002))"
POINT (-53.5909436468 -25.351582746600002),"POLYGON ((-53.8409436468 -25.601582746600002, -53.3409436468 -25.601582746600002, -53.3409436468 -25.101582746600002, -53.8409436468 -25.101582746600002, -53.8409436468 -25.601582746600002))"
POINT (-53.5909436468 -24.851582746600002),"POLYGON ((-53.8409436468 -25.101582746600002, -53.3409436468 -25.101582746600002, -53.3409436468 -24.601582746600002, -53.8409436468 -24.601582746600002, -53.8409436468 -25.101582746600002))"
POINT (-53.5909436468 -24.351582746600002),"POLYGON ((-53.8409436468 -24.601582746600002, -53.3409436468 -24.601582746600002, -53.3409436468 -24.101582746600002, -53.8409436468 -24.101582746600002, -53.8409436468 -24.601582746600002))"
POINT (-53.5909436468 -23.851582746600002),"POLYGON ((-53.8409436468 -24.101582746600002, -53.3409436468 -24.101582746600002, -53.3409436468 -23.601582746600002, -53.8409436468 -23.601582746600002, -53.8409436468 -24.101582746600002))"
POINT (-53.5909436468 -23.351582746600002),"POLYGON ((-53.8409436468 -23.601582746600002, -53.3409436468 -23.601582746600002, -53.3409436468 -23.101582746600002, -53.8409436468 -23.101582746600002, -53.8409436468 -23.601582746600002))"
POINT (-53.5909436468 -22.851582746600002),"POLYGON ((-53.8409436468 -23.101582746600002, -53.3409436468 -23.101582746600002, -53.3409436468 -22.601582746600002, -53.8409436468 -22.601582746600002, -53.8409436468 -23.101582746600002))"
POINT (-53.5909436468 -22.351582746600002),"POLYGON ((-53.8409436468 -22.601582746600002, -53.3409436468 -22.601582746600002, -53.3409436468 -22.101582746600002, -53.8409436468 -22.101582746600002, -53.8409436468 -22.601582746600002))"
POINT (-53.5909436468 -21.851582746600002),"POLYGON ((-53.8409436468 -22.101582746600002, -53.3409436468 -22.101582746600002, -53.3409436468 -21.601582746600002, -53.8409436468 -21.601582746600002, -53.8409436468 -22.101582746600002))"
POINT (-53.5909436468 -21.351582746600002),"POLYGON ((-53.8409436468 -21.601582746600002, -53.3409436468 -21.601582746600002, -53.3409436468 -21.101582746600002, -53.8409436468 -21.101582746600002, -53.8409436468 -21.601582746600002))"
POINT (-53.5909436468 -20.851582746600002),"POLYGON ((-53.8409436468 -21.101582746600002, -53.3409436468 -21.101582746600002, -53.3409436468 -20.601582746600002, -53.8409436468 -20.601582746600002, -53.8409436468 -21.101582746600002))"
POINT (-53.5909436468 -20.351582746600002),"POLYGON ((-53.8409436468 -20.601582746600002, -53.3409436468 -20.601582746600002, -53.3409436468 -20.101582746600002, -53.8409436468 -20.101582746600002, -53.8409436468 -20.601582746600002))"
POINT (-53.5909436468 -19.851582746600002),"POLYGON ((-53.8409436468 -20.101582746600002, -53.3409436468 -20.101582746600002, -53.3409436468 -19.601582746600002, -53.8409436468 -19.601582746600002, -53.8409436468 -20.101582746600002))"
POINT (-53.5909436468 -19.351582746600002),"POLYGON ((-53.8409436468 -19.601582746600002, -53.3409436468 -19.601582746600002, -53.3409436468 -19.101582746600002, -53.8409436468 -19.101582746600002, -53.8409436468 -19.601582746600002))"
POINT (-53.5909436468 -18.851582746600002),"POLYGON ((-53.8409436468 -19.101582746600002, -53.3409436468 -19.101582746600002, -53.3409436468 -18.601582746600002, -53.8409436468 -18.601582746600002, -53.8409436468 -19.101582746600002))"
POINT (-53.5909436468 -18.351582746600002),"POLYGON ((-53.8409436468 -18.601582746600002, -53.3409436468 -18.601582746600002, -53.3409436468 -18.101582746600002, -53.8409436468 -18.101582746600002, -53.8409436468 -18.601582746600002))"
POINT (-53.5909436468 -17.851582746600002),"POLYGON ((-53.8409436468 -18.101582746600002, -53.3409436468 -18.101582746600002, -53.3409436468 -17.601582746600002, -53.8409436468 -17.601582746600002, -53.8409436468 -18.101582746600002))"
POINT (-53.5909436468 -17.351582746600002),"POLYGON ((-53.8409436468 -17.601582746600002, -53.3409436468 -17.601582746600002, -53.3409436468 -17.101582746600002, -53.8409436468 -17.101582746600002, -53.8409436468 -17.601582746600002))"
POINT (-53.5909436468 -16.851582746600002),"POLYGON ((-53.8409436468 -17.101582746600002, -53.3409436468 -17.101582746600002, -53.3409436468 -16.601582746600002, -53.8409436468 -16.601582746600002, -53.8409436468 -17.101582746600002))"
POINT (-53.5909436468 -16.351582746600002),"POLYGON ((-53.8409436468 -16.601582746600002, -53.3409436468 -16.601582746600002, -53.3409436468 -16.101582746600002, -53.8409436468 -16.101582746600002, -53.8409436468 -16.601582746600002))"
POINT (-53.5909436468 -15.851582746600002),"POLYGON ((-53.8409436468 -16.101582746600002, -53.3409436468 -16.101582746600002, -53.3409436468 -15.601582746600002, -53.8409436468 -15.601582746600002, -53.8409436468 -16.101582746600002))"
POINT (-53.5909436468 -15.351582746600002),"POLYGON ((-53.8409436468 -15.601582746600002, -53.3409436468 -15.601582746600002, -53.3409436468 -15.101582746600002, -53.8409436468 -15.101582746600002, -53.8409436468 -15.601582746600002))"
POINT (-53.5909436468 -14.851582746600002),"POLYGON ((-53.8409436468 -15.101582746600002, -53.3409436468 -15.101582746600002, -53.3409436468 -14.601582746600002, -53.8409436468 -14.601582746600002, -53.8409436468 -15.101582746600002))"
POINT (-53.5909436468 -14.351582746600002),"POLYGON ((-53.8409436468 -14.601582746600002, -53.3409436468 -14.601582746600002, -53.3409436468 -14.101582746600002, -53.8409436468 -14.101582746600002, -53.8409436468 -14.601582746600002))"
POINT (-53.5909436468 -13.851582746600002),"POLYGON ((-53.8409436468 -14.101582746600002, -53.3409436468 -14.101582746600002, -53.3409436468 -13.601582746600002, -53.8409436468 -13.601582746600002, -53.8409436468 -14.101582746600002))"
POINT (-53.5909436468 -13.351582746600002),"POLYGON ((-53.8409436468 -13.601582746600002, -53.3409436468 -13.601582746600002, -53.3409436468 -13.101582746600002, -53.8409436468 -13.101582746600002, -53.8409436468 -13.601582746600002))"
POINT (-53.5909436468 -12.851582746600002),"POLYGON ((-53.8409436468 -13.101582746600002, -53.3409436468 -13.101582746600002, -53.3409436468 -12.601582746600002, -53.8409436468 -12.601582746600002, -53.8409436468 -13.101582746600002))"
POINT (-53.5909436468 -12.351582746600002),"POLYGON ((-53.8409436468 -12.601582746600002, -53.3409436468 -12.601582746600002, -53.3409436468 -12.101582746600002, -53.8409436468 -12.101582746600002, -53.8409436468 -12.601582746600002))"
POINT (-53.5909436468 -11.851582746600002),"POLYGON ((-53.8409436468 -12.101582746600002, -53.3409436468 -12.101582746600002, -53.3409436468 -11.601582746600002, -53.8409436468 -11.601582746600002, -53.8409436468 -12.101582746600002))"
POINT (-53.5909436468 -11.351582746600002),"POLYGON ((-53.8409436468 -11.601582746600002, -53.3409436468 -11.601582746600002, -53.3409436468 -11.101582746600002, -53.8409436468 -11.101582746600002, -53.8409436468 -11.601582746600002))"
POINT (-53.5909436468 -10.851582746600002),"POLYGON ((-53.8409436468 -11.101582746600002, -53.3409436468 -11.101582746600002, -53.3409436468 -10.601582746600002, -53.8409436468 -10.601582746600002, -53.8409436468 -11.101582746600002))"
POINT (-53.5909436468 -10.351582746600002),"POLYGON ((-53.8409436468 -10.601582746600002, -53.3409436468 -10.601582746600002, -53.3409436468 -10.101582746600002, -53.8409436468 -10.101582746600002, -53.8409436468 -10.601582746600002))"
POINT (-53.5909436468 -9.851582746600002),"POLYGON ((-53.8409436468 -10.101582746600002, -53.3409436468 -10.101582746600002, -53.3409436468 -9.601582746600002, -53.8409436468 -9.601582746600002, -53.8409436468 -10.101582746600002))"
POINT (-53.5909436468 -9.351582746600002),"POLYGON ((-53.8409436468 -9.601582746600002, -53.3409436468 -9.601582746600002, -53.3409436468 -9.101582746600002, -53.8409436468 -9.101582746600002, -53.8409436468 -9.601582746600002))"
POINT (-53.5909436468 -8.851582746600002),"POLYGON ((-53.8409436468 -9.101582746600002, -53.3409436468 -9.101582746600002, -53.3409436468 -8.601582746600002, -53.8409436468 -8.601582746600002, -53.8409436468 -9.101582746600002))"
POINT (-53.5909436468 -8.351582746600002),"POLYGON ((-53.8409436468 -8.601582746600002, -53.3409436468 -8.601582746600002, -53.3409436468 -8.101582746600002, -53.8409436468 -8.101582746600002, -53.8409436468 -8.601582746600002))"
POINT (-53.5909436468 -7.851582746600002),"POLYGON ((-53.8409436468 -8.101582746600002, -53.3409436468 -8.101582746600002, -53.3409436468 -7.601582746600002, -53.8409436468 -7.601582746600002, -53.8409436468 -8.101582746600002))"
POINT (-53.5909436468 -7.351582746600002),"POLYGON ((-53.8409436468 -7.601582746600002, -53.3409436468 -7.601582746600002, -53.3409436468 -7.101582746600002, -53.8409436468 -7.101582746600002, -53.8409436468 -7.601582746600002))"
POINT (-53.5909436468 -6.851582746600002),"POLYGON ((-53.8409436468 -7.101582746600002, -53.3409436468 -7.101582746600002, -53.3409436468 -6.601582746600002, -53.8409436468 -6.601582746600002, -53.8409436468 -7.101582746600002))"
POINT (-53.5909436468 -6.351582746600002),"POLYGON ((-53.8409436468 -6.601582746600002, -53.3409436468 -6.601582746600002, -53.3409436468 -6.101582746600002, -53.8409436468 -6.101582746600002, -53.8409436468 -6.601582746600002))"
POINT (-53.5909436468 -5.851582746600002),"POLYGON ((-53.8409436468 -6.101582746600002, -53.3409436468 -6.101582746600002, -53.3409436468 -5.601582746600002, -53.8409436468 -5.601582746600002, -53.8409436468 -6.101582746600002))"
POINT (-53.5909436468 -5.351582746600002),"POLYGON ((-53.8409436468 -5.601582746600002, -53.3409436468 -5.601582746600002, -53.3409436468 -5.101582746600002, -53.8409436468 -5.101582746600002, -53.8409436468 -5.601582746600002))"
POINT (-53.5909436468 -4.851582746600002),"POLYGON ((-53.8409436468 -5.101582746600002, -53.3409436468 -5.101582746600002, -53.3409436468 -4.601582746600002, -53.8409436468 -4.601582746600002, -53.8409436468 -5.101582746600002))"
POINT (-53.5909436468 -4.351582746600002),"POLYGON ((-53.8409436468 -4.601582746600002, -53.3409436468 -4.601582746600002, -53.3409436468 -4.101582746600002, -53.8409436468 -4.101582746600002, -53.8409436468 -4.601582746600002))"
POINT (-53.5909436468 -3.851582746600002),"POLYGON ((-53.8409436468 -4.101582746600002, -53.3409436468 -4.101582746600002, -53.3409436468 -3.601582746600002, -53.8409436468 -3.601582746600002, -53.8409436468 -4.101582746600002))"
POINT (-53.5909436468 -3.351582746600002),"POLYGON ((-53.8409436468 -3.601582746600002, -53.3409436468 -3.601582746600002, -53.3409436468 -3.101582746600002, -53.8409436468 -3.101582746600002, -53.8409436468 -3.601582746600002))"
POINT (-53.5909436468 -2.851582746600002),"POLYGON ((-53.8409436468 -3.101582746600002, -53.3409436468 -3.101582746600002, -53.3409436468 -2.601582746600002, -53.8409436468 -2.601582746600002, -53.8409436468 -3.101582746600002))"
POINT (-53.5909436468 -2.351582746600002),"POLYGON ((-53.8409436468 -2.601582746600002, -53.3409436468 -2.601582746600002, -53.3409436468 -2.101582746600002, -53.8409436468 -2.101582746600002, -53.8409436468 -2.601582746600002))"
POINT (-53.5909436468 -1.8515827466000019),"POLYGON ((-53.8409436468 -2.101582746600002, -53.3409436468 -2.101582746600002, -53.3409436468 -1.6015827466000019, -53.8409436468 -1.6015827466000019, -53.8409436468 -2.101582746600002))"
POINT (-53.5909436468 -1.3515827466000019),"POLYGON ((-53.8409436468 -1.6015827466000019, -53.3409436468 -1.6015827466000019, -53.3409436468 -1.1015827466000019, -53.8409436468 -1.1015827466000019, -53.8409436468 -1.6015827466000019))"
POINT (-53.5909436468 -0.8515827466000019),"POLYGON ((-53.8409436468 -1.1015827466000019, -53.3409436468 -1.1015827466000019, -53.3409436468 -0.6015827466000019, -53.8409436468 -0.6015827466000019, -53.8409436468 -1.1015827466000019))"
POINT (-53.5909436468 -0.3515827466000019),"POLYGON ((-53.8409436468 -0.6015827466000019, -53.3409436468 -0.6015827466000019, -53.3409436468 -0.1015827466000019, -53.8409436468 -0.1015827466000019, -53.8409436468 -0.6015827466000019))"
POINT (-53.5909436468 0.1484172533999981),"POLYGON ((-53.8409436468 -0.1015827466000019, -53.3409436468 -0.1015827466000019, -53.3409436468 0.3984172533999981, -53.8409436468 0.3984172533999981, -53.8409436468 -0.1015827466000019))"
POINT (-53.5909436468 0.6484172533999981),"POLYGON ((-53.8409436468 0.3984172533999981, -53.3409436468 0.3984172533999981, -53.3409436468 0.8984172533999981, -53.8409436468 0.8984172533999981, -53.8409436468 0.3984172533999981))"
POINT (-53.5909436468 1.1484172533999981),"POLYGON ((-53.8409436468 0.8984172533999981, -53.3409436468 0.8984172533999981, -53.3409436468 1.3984172533999981, -53.8409436468 1.3984172533999981, -53.8409436468 0.8984172533999981))"
POINT (-53.5909436468 1.6484172533999981),"POLYGON ((-53.8409436468 1.3984172533999981, -53.3409436468 1.3984172533999981, -53.3409436468 1.8984172533999981, -53.8409436468 1.8984172533999981, -53.8409436468 1.3984172533999981))"
POINT (-53.5909436468 2.148417253399998),"POLYGON ((-53.8409436468 1.8984172533999981, -53.3409436468 1.8984172533999981, -53.3409436468 2.398417253399998, -53.8409436468 2.398417253399998, -53.8409436468 1.8984172533999981))"
POINT (-53.5909436468 2.648417253399998),"POLYGON ((-53.8409436468 2.398417253399998, -53.3409436468 2.398417253399998, -53.3409436468 2.898417253399998, -53.8409436468 2.898417253399998, -53.8409436468 2.398417253399998))"
POINT (-53.5909436468 3.148417253399998),"POLYGON ((-53.8409436468 2.898417253399998, -53.3409436468 2.898417253399998, -53.3409436468 3.398417253399998, -53.8409436468 3.398417253399998, -53.8409436468 2.898417253399998))"
POINT (-53.0909436468 -33.8515827466),"POLYGON ((-53.3409436468 -34.1015827466, -52.8409436468 -34.1015827466, -52.8409436468 -33.6015827466, -53.3409436468 -33.6015827466, -53.3409436468 -34.1015827466))"
POINT (-53.0909436468 -33.3515827466),"POLYGON ((-53.3409436468 -33.6015827466, -52.8409436468 -33.6015827466, -52.8409436468 -33.1015827466, -53.3409436468 -33.1015827466, -53.3409436468 -33.6015827466))"
