center_point;envelope
POINT (-35.1649899999978 -6.702539999998777);POLYGON ((-35.2649899999978 -6.802539999998777, -35.2649899999978 -6.602539999998777, -35.0649899999978 -6.602539999998777, -35.0649899999978 -6.802539999998777, -35.2649899999978 -6.802539999998777))
POINT (-35.15825952050897 -6.565122238997524);POLYGON ((-35.2649899999978 -6.539330439778166, -35.25288999999793 -6.533609999998589, -35.23202999999921 -6.531379999998535, -35.22411 -6.521229999998468, -35.22313999999824 -6.515829999998459, -35.21790999999939 -6.518199999998615, -35.20698999999877 -6.543319999998857, -35.19914999999855 -6.54953999999816, -35.19367999999849 -6.549919999997655, -35.16997999999876 -6.557989999999336, -35.15715999999884 -6.551309999998921, -35.14547999999922 -6.552359999997861, -35.13230999999905 -6.535359999998036, -35.12312999999813 -6.529459999997925, -35.11222999999882 -6.504719999998997, -35.10335999999916 -6.505439999998998, -35.10133999999925 -6.49975, -35.09521999999924 -6.497279999997772, -35.06681999999819 -6.524259999998321, -35.0649899999978 -6.524868703505627, -35.0649899999978 -6.602539999998777, -35.2649899999978 -6.602539999998777, -35.2649899999978 -6.539330439778166))
POINT (-34.93480897343004 -7.462563705949442);POLYGON ((-34.8649899999978 -7.543979787232139, -34.87038999999822 -7.548749999998108, -34.87326999999823 -7.54283999999825, -34.88840999999775 -7.53548999999839, -34.89521999999852 -7.544659999997748, -34.90171999999802 -7.543149999997695, -34.89956999999777 -7.537019999997938, -34.9101699999992 -7.537729999998191, -34.91069999999854 -7.543029999998907, -34.9169899999979 -7.541359999999258, -34.92411999999786 -7.532199999997829, -34.93235999999888 -7.528109999999288, -34.95028999999886 -7.537209999998595, -34.96045999999842 -7.538359999998647, -34.96910999999818 -7.520659999998315, -34.97873999999865 -7.509289999998146, -34.98389999999927 -7.507479999998395, -34.98483 -7.500379999997676, -34.98480999999811 -7.499599999999191, -34.98985999999786 -7.488469999998415, -34.98387999999795 -7.468909999997777, -34.98508999999831 -7.461599999998725, -35.0113 -7.444759999998496, -35.02922999999828 -7.42540999999801, -35.04776999999922 -7.417399999998452, -35.0649899999978 -7.402749456179283, -35.0649899999978 -7.402539999998774, -34.8649899999978 -7.402539999998774, -34.8649899999978 -7.543979787232139))
POINT (-34.9649899999978 -7.302539999998776);POLYGON ((-35.0649899999978 -7.402539999998774, -35.0649899999978 -7.202539999998775, -34.8649899999978 -7.202539999998775, -34.8649899999978 -7.402539999998774, -35.0649899999978 -7.402539999998774))
POINT (-34.96504607127347 -7.102594589284306);MULTIPOLYGON (((-34.86848521657973 -7.002539999998776, -34.86800999999832 -7.006509999999253, -34.8649899999978 -7.013497857961536, -34.8649899999978 -7.202539999998775, -35.0649899999978 -7.202539999998775, -35.0649899999978 -7.002539999998776, -34.86848521657973 -7.002539999998776)), ((-34.8649899999978 -7.004791739129843, -34.86527999999817 -7.004299999998693, -34.86547440657863 -7.002539999998776, -34.8649899999978 -7.002539999998776, -34.8649899999978 -7.004791739129843)))
POINT (-34.97281926564748 -6.908070882009525);MULTIPOLYGON (((-34.91383751517388 -6.802539999998777, -34.90855999999803 -6.840229999997973, -34.90238999999929 -6.854619999998249, -34.90243999999802 -6.864859999997861, -34.88768999999775 -6.88354999999865, -34.86841 -6.897409999997762, -34.8649899999978 -6.897984904035656, -34.8649899999978 -6.927437446802228, -34.86670999999842 -6.936439999997674, -34.8649899999978 -6.941248667850736, -34.8649899999978 -6.977022089038853, -34.86852999999792 -6.978979999998046, -34.87057999999888 -6.985039999997753, -34.86848521657973 -7.002539999998776, -35.0649899999978 -7.002539999998776, -35.0649899999978 -6.802539999998777, -34.91383751517388 -6.802539999998777)), ((-34.86547440657863 -7.002539999998776, -34.86715999999797 -6.987279999999373, -34.8649899999978 -6.9830083954128, -34.8649899999978 -7.002539999998776, -34.86547440657863 -7.002539999998776)))
POINT (-35.00179808128096 -6.709829029845321);POLYGON ((-34.96518306997667 -6.602539999998777, -34.96517999999924 -6.602709999999206, -34.96194999999898 -6.6397799999977, -34.95599999999831 -6.662139999998544, -34.9468599999982 -6.68062, -34.93084 -6.687789999998131, -34.93438999999853 -6.698269999998956, -34.93378999999914 -6.710119999997914, -34.93162999999913 -6.720459999998639, -34.93437999999878 -6.731339999998454, -34.92885999999817 -6.739479999998366, -34.93877999999859 -6.752989999999045, -34.93287999999848 -6.756359999999404, -34.93164999999863 -6.766039999998611, -34.93696 -6.770359999998618, -34.92565999999897 -6.770589999998265, -34.91877999999815 -6.766779999998107, -34.9183299999986 -6.769979999999123, -34.91547999999784 -6.790809999998601, -34.91383751517388 -6.802539999998777, -35.0649899999978 -6.802539999998777, -35.0649899999978 -6.602539999998777, -34.96518306997667 -6.602539999998777))
POINT (-35.01204281538442 -6.554073294379765);POLYGON ((-35.0649899999978 -6.524868703505627, -35.05740999999944 -6.527389999999286, -35.03663999999844 -6.516719999997804, -35.02821999999833 -6.505119999997987, -35.01847999999882 -6.502659999998286, -35.0107999999982 -6.505719999999201, -34.99174999999923 -6.50108999999793, -34.97936999999911 -6.489729999999327, -34.97124999999869 -6.484839999999167, -34.96845999999823 -6.489729999999327, -34.96717999999782 -6.491959999999381, -34.96518306997667 -6.602539999998777, -35.0649899999978 -6.602539999998777, -35.0649899999978 -6.524868703505627))
POINT (-34.8376234816357 -7.469598349956611);POLYGON ((-34.80432695617677 -7.402539999998774, -34.81113999999798 -7.459059999999226, -34.80332999999882 -7.471689999998489, -34.81071999999767 -7.477859999999055, -34.81460999999945 -7.486319999998159, -34.80944999999883 -7.5115199999982, -34.81999999999789 -7.528169999997772, -34.82582999999795 -7.547369999998409, -34.83193999999821 -7.548719999998866, -34.83826999999837 -7.54389, -34.84003999999914 -7.54341999999815, -34.85351999999875 -7.539239999998244, -34.85769999999866 -7.537539999999353, -34.8649899999978 -7.543979787232139, -34.8649899999978 -7.402539999998774, -34.80432695617677 -7.402539999998774))
POINT (-34.83276961099789 -7.303736714508121);POLYGON ((-34.79846565246672 -7.202539999998775, -34.80268999999862 -7.210149999998976, -34.80524999999943 -7.239689999998518, -34.80425999999898 -7.260299999998097, -34.79869999999937 -7.277589999997872, -34.80046999999831 -7.293979999998555, -34.79755999999907 -7.300199999997858, -34.79934999999932 -7.306019999998171, -34.80145999999877 -7.315439999998489, -34.79881999999816 -7.320959999999104, -34.79360999999881 -7.329149999997753, -34.79966999999851 -7.357249999999112, -34.79683999999907 -7.366499999998268, -34.80197999999837 -7.383069999998042, -34.80432695617677 -7.402539999998774, -34.8649899999978 -7.402539999998774, -34.8649899999978 -7.202539999998775, -34.79846565246672 -7.202539999998775))
POINT (-34.83855769820956 -7.124217094837482);MULTIPOLYGON (((-34.8649899999978 -7.013497857961536, -34.85927999999876 -7.026709999998275, -34.85480999999891 -7.027109999999084, -34.8483099999994 -7.010999999998603, -34.83930203791355 -7.002539999998776, -34.82591429809165 -7.002539999998776, -34.82546999999795 -7.006599999998798, -34.82985999999801 -7.030469999997877, -34.84052999999767 -7.042289999999412, -34.84335999999894 -7.055419999998776, -34.83799999999792 -7.067999999999302, -34.83011999999871 -7.072999999998501, -34.83368999999766 -7.097969999998895, -34.82196999999906 -7.11051999999836, -34.8219999999983 -7.130409999997937, -34.80974999999853 -7.144799999998213, -34.79699999999866 -7.146389999998064, -34.7933299999986 -7.154089999998178, -34.79447999999866 -7.195359999997891, -34.79846565246672 -7.202539999998775, -34.8649899999978 -7.202539999998775, -34.8649899999978 -7.013497857961536)), ((-34.85112349935957 -7.002539999998776, -34.85883999999896 -7.015219999999317, -34.8649899999978 -7.004791739129843, -34.8649899999978 -7.002539999998776, -34.85112349935957 -7.002539999998776)))
POINT (-34.8507774093558 -6.971435517633627);MULTIPOLYGON (((-34.83930203791355 -7.002539999998776, -34.83482999999796 -6.998339999998279, -34.83518999999797 -6.978869999999006, -34.84150999999838 -6.966149999998379, -34.82988999999907 -6.966209999998682, -34.82591429809165 -7.002539999998776, -34.83930203791355 -7.002539999998776)), ((-34.86366999999882 -6.980409999998301, -34.8579499999978 -6.983909999999014, -34.847389999999 -6.981639999998151, -34.84930999999779 -6.999559999998382, -34.85112349935957 -7.002539999998776, -34.8649899999978 -7.002539999998776, -34.8649899999978 -6.9830083954128, -34.86366999999882 -6.980409999998301)), ((-34.8649899999978 -6.941248667850736, -34.86107999999876 -6.952179999998407, -34.85045999999784 -6.96418999999878, -34.85477999999785 -6.971749999998792, -34.86268999999811 -6.975749999997788, -34.8649899999978 -6.977022089038853, -34.8649899999978 -6.941248667850736)), ((-34.8649899999978 -6.897984904035656, -34.85329999999885 -6.89995, -34.86268999999811 -6.915529999998398, -34.86294999999882 -6.916759999998249, -34.8649899999978 -6.927437446802228, -34.8649899999978 -6.897984904035656)))
