;center_point;envelope
399;POINT (-39.85471684 -15.448939);POLYGON ((-40.10471684 -15.698939, -40.10471684 -15.198939, -39.60471684 -15.198939, -39.60471684 -15.698939, -40.10471684 -15.698939))
400;POINT (-39.85471684 -14.948939);POLYGON ((-40.10471684 -15.198939, -40.10471684 -14.698939, -39.60471684 -14.698939, -39.60471684 -15.198939, -40.10471684 -15.198939))
401;POINT (-39.85471684 -14.448939);POLYGON ((-40.10471684 -14.698939, -40.10471684 -14.198939, -39.60471684 -14.198939, -39.60471684 -14.698939, -40.10471684 -14.698939))
402;POINT (-39.85471684 -13.948939);POLYGON ((-40.10471684 -14.198939, -40.10471684 -13.698939, -39.60471684 -13.698939, -39.60471684 -14.198939, -40.10471684 -14.198939))
403;POINT (-39.85471684 -13.448939);POLYGON ((-40.10471684 -13.698939, -40.10471684 -13.198939, -39.60471684 -13.198939, -39.60471684 -13.698939, -40.10471684 -13.698939))
404;POINT (-39.85471684 -12.948939);POLYGON ((-40.10471684 -13.198939, -40.10471684 -12.698939, -39.60471684 -12.698939, -39.60471684 -13.198939, -40.10471684 -13.198939))
405;POINT (-39.85471684 -12.448939);POLYGON ((-40.10471684 -12.698939, -40.10471684 -12.198939, -39.60471684 -12.198939, -39.60471684 -12.698939, -40.10471684 -12.698939))
406;POINT (-39.85471684 -11.948939);POLYGON ((-40.10471684 -12.198939, -40.10471684 -11.698939, -39.60471684 -11.698939, -39.60471684 -12.198939, -40.10471684 -12.198939))
407;POINT (-39.85471684 -11.448939);POLYGON ((-40.10471684 -11.698939, -40.10471684 -11.198939, -39.60471684 -11.198939, -39.60471684 -11.698939, -40.10471684 -11.698939))
408;POINT (-39.85471684 -10.948939);POLYGON ((-40.10471684 -11.198939, -40.10471684 -10.698939, -39.60471684 -10.698939, -39.60471684 -11.198939, -40.10471684 -11.198939))
409;POINT (-39.85471684 -10.448939);POLYGON ((-40.10471684 -10.698939, -40.10471684 -10.198939, -39.60471684 -10.198939, -39.60471684 -10.698939, -40.10471684 -10.698939))
410;POINT (-39.85471684 -9.948939000000003);POLYGON ((-40.10471684 -10.198939, -40.10471684 -9.698939000000003, -39.60471684 -9.698939000000003, -39.60471684 -10.198939, -40.10471684 -10.198939))
411;POINT (-39.85471684 -9.448939000000003);POLYGON ((-40.10471684 -9.698939000000003, -40.10471684 -9.198939000000003, -39.60471684 -9.198939000000003, -39.60471684 -9.698939000000003, -40.10471684 -9.698939000000003))
412;POINT (-39.85471684 -8.948939000000003);POLYGON ((-40.10471684 -9.198939000000003, -40.10471684 -8.698939000000003, -39.60471684 -8.698939000000003, -39.60471684 -9.198939000000003, -40.10471684 -9.198939000000003))
413;POINT (-39.85471684 -8.448939000000003);POLYGON ((-40.10471684 -8.698939000000003, -40.10471684 -8.198939000000003, -39.60471684 -8.198939000000003, -39.60471684 -8.698939000000003, -40.10471684 -8.698939000000003))
414;POINT (-39.85471684 -7.948939000000003);POLYGON ((-40.10471684 -8.198939000000003, -40.10471684 -7.698939000000003, -39.60471684 -7.698939000000003, -39.60471684 -8.198939000000003, -40.10471684 -8.198939000000003))
415;POINT (-39.85471684 -7.448939000000003);POLYGON ((-40.10471684 -7.698939000000003, -40.10471684 -7.198939000000003, -39.60471684 -7.198939000000003, -39.60471684 -7.698939000000003, -40.10471684 -7.698939000000003))
416;POINT (-39.85471684 -6.948939000000003);POLYGON ((-40.10471684 -7.198939000000003, -40.10471684 -6.698939000000003, -39.60471684 -6.698939000000003, -39.60471684 -7.198939000000003, -40.10471684 -7.198939000000003))
417;POINT (-39.85471684 -6.448939000000003);POLYGON ((-40.10471684 -6.698939000000003, -40.10471684 -6.198939000000003, -39.60471684 -6.198939000000003, -39.60471684 -6.698939000000003, -40.10471684 -6.698939000000003))
418;POINT (-39.85471684 -5.948939000000003);POLYGON ((-40.10471684 -6.198939000000003, -40.10471684 -5.698939000000003, -39.60471684 -5.698939000000003, -39.60471684 -6.198939000000003, -40.10471684 -6.198939000000003))
419;POINT (-39.85471684 -5.448939000000003);POLYGON ((-40.10471684 -5.698939000000003, -40.10471684 -5.198939000000003, -39.60471684 -5.198939000000003, -39.60471684 -5.698939000000003, -40.10471684 -5.698939000000003))
420;POINT (-39.85471684 -4.948939000000003);POLYGON ((-40.10471684 -5.198939000000003, -40.10471684 -4.698939000000003, -39.60471684 -4.698939000000003, -39.60471684 -5.198939000000003, -40.10471684 -5.198939000000003))
421;POINT (-39.85471684 -4.448939000000003);POLYGON ((-40.10471684 -4.698939000000003, -40.10471684 -4.198939000000003, -39.60471684 -4.198939000000003, -39.60471684 -4.698939000000003, -40.10471684 -4.698939000000003))
422;POINT (-39.85471684 -3.948939000000003);POLYGON ((-40.10471684 -4.198939000000003, -40.10471684 -3.698939000000003, -39.60471684 -3.698939000000003, -39.60471684 -4.198939000000003, -40.10471684 -4.198939000000003))
423;POINT (-39.85471684 -3.448939000000003);POLYGON ((-40.10471684 -3.698939000000003, -40.10471684 -3.198939000000003, -39.60471684 -3.198939000000003, -39.60471684 -3.698939000000003, -40.10471684 -3.698939000000003))
424;POINT (-39.88953598988752 -3.050016313160883);POLYGON ((-40.10471684 -2.827217242537063, -40.09551084 -2.82805101, -40.07908908 -2.83446297, -40.07639988 -2.84053698, -40.06701396 -2.841354, -40.06092816 -2.83710303, -40.05311292 -2.83695597, -40.04325684 -2.84070798, -40.02244812 -2.84355999, -40.01744916 -2.83758399, -40.02715008 -2.83572198, -40.02465204 -2.83409496, -39.98797488 -2.84932404, -39.97586412 -2.85470199, -39.98636892 -2.84515704, -39.99915108 -2.84149602, -39.987342 -2.84212098, -39.95253504 -2.860821, -39.95262396 -2.85807303, -39.96901188 -2.84869899, -39.94313292 -2.86009902, -39.94231608 -2.85782004, -39.93026004 -2.86837596, -39.91239108 -2.877012, -39.904569 -2.87560899, -39.89664792 -2.88414198, -39.89192508 -2.88187299, -39.88631808 -2.88434097, -39.85755192 -2.902779, -39.83209812 -2.92378698, -39.820311 -2.92887999, -39.79301688 -2.94878502, -39.77378316 -2.95557399, -39.74125896 -2.98536804, -39.73568508 -2.98629, -39.71361312 -2.99951001, -39.68753796 -2.99429199, -39.675042 -3.00201498, -39.66214212 -3.01760001, -39.65379804 -3.02327298, -39.64693716 -3.02257701, -39.63781908 -3.01867101, -39.61906812 -3.02594904, -39.60965412 -3.04444998, -39.60471684 -3.052138269920722, -39.60471684 -3.198939000000003, -40.10471684 -3.198939000000003, -40.10471684 -2.827217242537063))
425;POINT (-39.44583171328074 -17.84211616614281);POLYGON ((-39.14525473295325 -17.698939, -39.18465684 -17.73360801, -39.18007584 -17.74920204, -39.20254992 -17.76449502, -39.20748804 -17.77566402, -39.25990296 -17.83020096, -39.26591604 -17.84290698, -39.271491 -17.85518703, -39.26371392 -17.86370004, -39.27091104 -17.87125203, -39.325491 -17.89473204, -39.33705204 -17.89659297, -39.34246392 -17.89374699, -39.35588004 -17.898435, -39.36857616 -17.90744598, -39.37995612 -17.90996004, -39.39730092 -17.91673299, -39.44274192 -17.94438801, -39.47051916 -17.97097302, -39.49227684 -17.99750097, -39.52089108 -18.04029804, -39.54172392 -18.08056899, -39.549501 -18.09528696, -39.55463388 -18.08491698, -39.55990392 -18.08674002, -39.572028 -18.09004203, -39.57332004 -18.08053596, -39.58227792 -18.08290899, -39.57146604 -18.09231102, -39.56080104 -18.08979696, -39.565278 -18.09439803, -39.56303088 -18.10862496, -39.55382892 -18.10266903, -39.552777 -18.09816399, -39.55091508 -18.09975204, -39.58532892 -18.14566104, -39.60471684 -18.17975675651638, -39.60471684 -17.698939, -39.14525473295325 -17.698939))
426;POINT (-39.39950411472669 -17.45560209077773);POLYGON ((-39.21234021506964 -17.198939, -39.21191712 -17.23861701, -39.21657516 -17.25497001, -39.22124508 -17.28523404, -39.21695208 -17.33616396, -39.212307 -17.35537203, -39.203748 -17.40472497, -39.19094388 -17.44647399, -39.19261104 -17.51543703, -39.18816684 -17.56111698, -39.19068504 -17.56623897, -39.19452012 -17.57908296, -39.18322404 -17.61796701, -39.13696512 -17.68425498, -39.13541208 -17.68773402, -39.13926984 -17.69367303, -39.14525473295325 -17.698939, -39.60471684 -17.698939, -39.60471684 -17.198939, -39.21234021506964 -17.198939))
427;POINT (-39.38069020289987 -16.94048939249168);POLYGON ((-39.10498326682189 -16.698939, -39.10721796 -16.70939397, -39.11469984 -16.71209703, -39.11566896 -16.71896403, -39.12597108 -16.73136603, -39.12805296 -16.74729603, -39.134214 -16.75132902, -39.137607 -16.74967599, -39.14102088 -16.75639197, -39.14401608 -16.79875704, -39.14202888 -16.86533796, -39.12855408 -16.88552298, -39.11156208 -16.89519996, -39.12413004 -16.903233, -39.152259 -16.94183796, -39.15542304 -16.97975496, -39.17307708 -17.01414702, -39.17375208 -17.05242303, -39.16550304 -17.06238198, -39.17594484 -17.06535099, -39.17974716 -17.08144299, -39.18065616 -17.10848196, -39.18446892 -17.117649, -39.19779792 -17.127873, -39.20496804 -17.140716, -39.212667 -17.16829299, -39.21234021506964 -17.198939, -39.60471684 -17.198939, -39.60471684 -16.698939, -39.10498326682189 -16.698939))
428;POINT (-39.35471700598803 -16.44893883422895);POLYGON ((-39.10471684 -16.69769252712521, -39.10498326682189 -16.698939, -39.60471684 -16.698939, -39.60471684 -16.198939, -39.10471684 -16.198939, -39.10471684 -16.69769252712521))
429;POINT (-39.35471684 -15.948939);POLYGON ((-39.60471684 -16.198939, -39.60471684 -15.698939, -39.10471684 -15.698939, -39.10471684 -16.198939, -39.60471684 -16.198939))
430;POINT (-39.35471684 -15.448939);POLYGON ((-39.60471684 -15.698939, -39.60471684 -15.198939, -39.10471684 -15.198939, -39.10471684 -15.698939, -39.60471684 -15.698939))
431;POINT (-39.35471684 -14.948939);POLYGON ((-39.60471684 -15.198939, -39.60471684 -14.698939, -39.10471684 -14.698939, -39.10471684 -15.198939, -39.60471684 -15.198939))
432;POINT (-39.35471684 -14.448939);POLYGON ((-39.60471684 -14.698939, -39.60471684 -14.198939, -39.10471684 -14.198939, -39.10471684 -14.698939, -39.60471684 -14.698939))
433;POINT (-39.35471684 -13.948939);POLYGON ((-39.60471684 -14.198939, -39.60471684 -13.698939, -39.10471684 -13.698939, -39.10471684 -14.198939, -39.60471684 -14.198939))
434;POINT (-39.35471684 -13.448939);POLYGON ((-39.60471684 -13.698939, -39.60471684 -13.198939, -39.10471684 -13.198939, -39.10471684 -13.698939, -39.60471684 -13.698939))
435;POINT (-39.35471684 -12.948939);POLYGON ((-39.60471684 -13.198939, -39.60471684 -12.698939, -39.10471684 -12.698939, -39.10471684 -13.198939, -39.60471684 -13.198939))
436;POINT (-39.35471684 -12.448939);POLYGON ((-39.60471684 -12.698939, -39.60471684 -12.198939, -39.10471684 -12.198939, -39.10471684 -12.698939, -39.60471684 -12.698939))
437;POINT (-39.35471684 -11.948939);POLYGON ((-39.60471684 -12.198939, -39.60471684 -11.698939, -39.10471684 -11.698939, -39.10471684 -12.198939, -39.60471684 -12.198939))
438;POINT (-39.35471684 -11.448939);POLYGON ((-39.60471684 -11.698939, -39.60471684 -11.198939, -39.10471684 -11.198939, -39.10471684 -11.698939, -39.60471684 -11.698939))
439;POINT (-39.35471684 -10.948939);POLYGON ((-39.60471684 -11.198939, -39.60471684 -10.698939, -39.10471684 -10.698939, -39.10471684 -11.198939, -39.60471684 -11.198939))
440;POINT (-39.35471684 -10.448939);POLYGON ((-39.60471684 -10.698939, -39.60471684 -10.198939, -39.10471684 -10.198939, -39.10471684 -10.698939, -39.60471684 -10.698939))
441;POINT (-39.35471684 -9.948939000000003);POLYGON ((-39.60471684 -10.198939, -39.60471684 -9.698939000000003, -39.10471684 -9.698939000000003, -39.10471684 -10.198939, -39.60471684 -10.198939))
442;POINT (-39.35471684 -9.448939000000003);POLYGON ((-39.60471684 -9.698939000000003, -39.60471684 -9.198939000000003, -39.10471684 -9.198939000000003, -39.10471684 -9.698939000000003, -39.60471684 -9.698939000000003))
443;POINT (-39.35471684 -8.948939000000003);POLYGON ((-39.60471684 -9.198939000000003, -39.60471684 -8.698939000000003, -39.10471684 -8.698939000000003, -39.10471684 -9.198939000000003, -39.60471684 -9.198939000000003))
444;POINT (-39.35471684 -8.448939000000003);POLYGON ((-39.60471684 -8.698939000000003, -39.60471684 -8.198939000000003, -39.10471684 -8.198939000000003, -39.10471684 -8.698939000000003, -39.60471684 -8.698939000000003))
445;POINT (-39.35471684 -7.948939000000003);POLYGON ((-39.60471684 -8.198939000000003, -39.60471684 -7.698939000000003, -39.10471684 -7.698939000000003, -39.10471684 -8.198939000000003, -39.60471684 -8.198939000000003))
446;POINT (-39.35471684 -7.448939000000003);POLYGON ((-39.60471684 -7.698939000000003, -39.60471684 -7.198939000000003, -39.10471684 -7.198939000000003, -39.10471684 -7.698939000000003, -39.60471684 -7.698939000000003))
447;POINT (-39.35471684 -6.948939000000003);POLYGON ((-39.60471684 -7.198939000000003, -39.60471684 -6.698939000000003, -39.10471684 -6.698939000000003, -39.10471684 -7.198939000000003, -39.60471684 -7.198939000000003))
448;POINT (-39.35471684 -6.448939000000003);POLYGON ((-39.60471684 -6.698939000000003, -39.60471684 -6.198939000000003, -39.10471684 -6.198939000000003, -39.10471684 -6.698939000000003, -39.60471684 -6.698939000000003))
449;POINT (-39.35471684 -5.948939000000003);POLYGON ((-39.60471684 -6.198939000000003, -39.60471684 -5.698939000000003, -39.10471684 -5.698939000000003, -39.10471684 -6.198939000000003, -39.60471684 -6.198939000000003))
450;POINT (-39.35471684 -5.448939000000003);POLYGON ((-39.60471684 -5.698939000000003, -39.60471684 -5.198939000000003, -39.10471684 -5.198939000000003, -39.10471684 -5.698939000000003, -39.60471684 -5.698939000000003))
451;POINT (-39.35471684 -4.948939000000003);POLYGON ((-39.60471684 -5.198939000000003, -39.60471684 -4.698939000000003, -39.10471684 -4.698939000000003, -39.10471684 -5.198939000000003, -39.60471684 -5.198939000000003))
452;POINT (-39.35471684 -4.448939000000003);POLYGON ((-39.60471684 -4.698939000000003, -39.60471684 -4.198939000000003, -39.10471684 -4.198939000000003, -39.10471684 -4.698939000000003, -39.60471684 -4.698939000000003))
453;POINT (-39.35471684 -3.948939000000003);POLYGON ((-39.60471684 -4.198939000000003, -39.60471684 -3.698939000000003, -39.10471684 -3.698939000000003, -39.10471684 -4.198939000000003, -39.60471684 -4.198939000000003))
454;POINT (-39.36732755281135 -3.462119856897576);POLYGON ((-39.32669349069189 -3.198939000000003, -39.32451504 -3.20123502, -39.31343388 -3.20772096, -39.30655284 -3.20695002, -39.29721912 -3.21505902, -39.27889188 -3.22044903, -39.26377692 -3.21809004, -39.252177 -3.22173801, -39.24038988 -3.23466102, -39.22590816 -3.24368901, -39.18732588 -3.29339601, -39.16952784 -3.32326197, -39.16215 -3.324141, -39.15965304 -3.32744598, -39.16085904 -3.33122796, -39.13906392 -3.34549404, -39.127266 -3.343239, -39.11237604 -3.34699002, -39.10471684 -3.362381854324057, -39.10471684 -3.698939000000003, -39.60471684 -3.698939000000003, -39.60471684 -3.198939000000003, -39.32669349069189 -3.198939000000003))
455;POINT (-39.51389855164749 -3.151995045388715);POLYGON ((-39.60471684 -3.052138269920722, -39.59630316 -3.06523998, -39.58935912 -3.07027701, -39.57324192 -3.07168002, -39.55045896 -3.07938204, -39.52120284 -3.10259898, -39.48711588 -3.11804397, -39.464451 -3.14176599, -39.43733292 -3.14648901, -39.41982684 -3.15423396, -39.39833412 -3.17600802, -39.38398704 -3.18374397, -39.36444516 -3.17335203, -39.35644812 -3.17456802, -39.34499004 -3.179655, -39.32669349069189 -3.198939000000003, -39.60471684 -3.198939000000003, -39.60471684 -3.052138269920722))
456;POINT (-39.06550355044568 -16.35045360802737);POLYGON ((-38.97183715340368 -16.198939, -38.975193 -16.21211697, -38.99152116 -16.22065599, -39.00921912 -16.24188204, -39.01110804 -16.24885101, -39.01728492 -16.25225301, -39.01967604 -16.25704596, -39.02196096 -16.27617996, -39.02178492 -16.282827, -39.01845888 -16.27273701, -39.01333788 -16.26140997, -39.01821804 -16.27583301, -39.02343984 -16.30312002, -39.02019516 -16.32264003, -39.01410288 -16.32875697, -39.00506184 -16.33199598, -39.00585816 -16.33978503, -39.01228308 -16.35210396, -39.00759012 -16.36989498, -39.01042908 -16.37584398, -39.025188 -16.38002799, -39.03880212 -16.39391004, -39.05822484 -16.42706001, -39.06007992 -16.448328, -39.06404604 -16.45512903, -39.06127512 -16.45862301, -39.05871912 -16.45745202, -39.059379 -16.46077401, -39.06065988 -16.47309303, -39.06643716 -16.48117197, -39.06675396 -16.492347, -39.08286684 -16.53513201, -39.08632104 -16.56305802, -39.08891808 -16.59206601, -39.093948 -16.60793301, -39.09038688 -16.62741297, -39.09597012 -16.64621901, -39.09374388 -16.65258102, -39.10297392 -16.66727901, -39.103371 -16.69139604, -39.10471684 -16.69769252712521, -39.10471684 -16.198939, -38.97183715340368 -16.198939))
457;POINT (-39.00550366818295 -15.93028993119828);POLYGON ((-38.9255384554248 -15.698939, -38.92296996 -15.708897, -38.91436812 -15.71362398, -38.89839816 -15.76014102, -38.89969992 -15.76456704, -38.89467612 -15.76823202, -38.8692 -15.82322004, -38.860668 -15.83220996, -38.86083288 -15.83617599, -38.86652196 -15.84019098, -38.86548408 -15.84972297, -38.856789 -15.85390698, -38.85630984 -15.86005002, -38.86383312 -15.86835099, -38.86904916 -15.88160304, -38.88694584 -15.91717302, -38.91603096 -16.00492698, -38.937141 -16.05416499, -38.94671808 -16.08511896, -38.94847704 -16.09167303, -38.95316208 -16.09803297, -38.95774992 -16.12479402, -38.95556796 -16.14041496, -38.94867396 -16.15582602, -38.95661412 -16.16470398, -38.96433612 -16.18790202, -38.969559 -16.18999299, -38.97183715340368 -16.198939, -39.10471684 -16.198939, -39.10471684 -15.698939, -38.9255384554248 -15.698939))
458;POINT (-39.03175271383926 -15.4712644710651);POLYGON ((-38.99709020743644 -15.198939, -38.99708316 -15.20163297, -38.998863 -15.22833597, -38.99379096 -15.25286304, -38.99083212 -15.290109, -38.99366712 -15.295518, -38.98676412 -15.30321804, -38.973636 -15.38574804, -38.95371792 -15.45868701, -38.95550388 -15.47046198, -38.950866 -15.47441001, -38.94219288 -15.52777497, -38.94402708 -15.59534301, -38.93650704 -15.65641404, -38.9255384554248 -15.698939, -39.10471684 -15.698939, -39.10471684 -15.198939, -38.99709020743644 -15.198939))
459;POINT (-39.05794198353371 -14.98337787435221);POLYGON ((-39.06528559728125 -14.698939, -39.06528012 -14.7051, -39.06345888 -14.72822199, -39.06134208 -14.75177004, -39.05317404 -14.77775997, -39.039264 -14.78572596, -39.03664284 -14.78276496, -39.03228288 -14.78402604, -39.02856804 -14.78114901, -39.02625684 -14.77071801, -39.02630796 -14.78095803, -39.03166296 -14.78547396, -39.03223608 -14.80453902, -39.03611688 -14.80782897, -39.03358896 -14.81114997, -39.02780916 -14.80455504, -39.02440284 -14.80565196, -39.02550012 -14.84033202, -39.02365008 -14.87921904, -39.026475 -14.87936097, -39.02272992 -14.88347199, -39.01992084 -14.91983901, -39.01159908 -14.94323604, -39.00797388 -14.95090998, -38.99781216 -14.99361597, -38.99736612 -15.093468, -38.99709020743644 -15.198939, -39.10471684 -15.198939, -39.10471684 -14.698939, -39.06528559728125 -14.698939))
460;POINT (-39.05969041343196 -14.40159661282998);POLYGON ((-38.99091568023425 -14.198939, -38.99269908 -14.210973, -38.990367 -14.21829198, -38.99713788 -14.25642003, -38.99133 -14.27519799, -38.98969704 -14.27560902, -38.98823004 -14.27151303, -38.984733 -14.27603697, -38.98598112 -14.28996096, -38.98170504 -14.29156998, -38.98186992 -14.29552197, -38.99023308 -14.30738703, -38.98925712 -14.31232101, -38.99256084 -14.31327303, -39.00067596 -14.33956896, -39.006432 -14.34042801, -39.00148884 -14.36591799, -39.01598388 -14.41984104, -39.02470092 -14.471415, -39.03519708 -14.50102797, -39.03622992 -14.53282398, -39.04350192 -14.55702597, -39.04569792 -14.56206102, -39.05826516 -14.61077496, -39.06467208 -14.63665302, -39.06530316 -14.67918396, -39.06528559728125 -14.698939, -39.10471684 -14.698939, -39.10471684 -14.198939, -38.99091568023425 -14.198939))
461;POINT (-39.03254774691057 -13.95546308999537);POLYGON ((-38.97774852045627 -13.698939, -38.98784988 -13.71454299, -38.99753604 -13.744071, -38.99976408 -13.78305702, -38.98406916 -13.82429097, -38.96906184 -13.84249896, -38.95131492 -13.87150398, -38.94665112 -13.87867896, -38.93621112 -13.88474001, -38.92811508 -13.90645296, -38.93120712 -13.93030296, -38.92759488 -13.93881597, -38.94476904 -14.001489, -38.94359112 -14.01416001, -38.94909804 -14.039289, -38.95659612 -14.06638197, -38.95646004 -14.08017798, -38.97671004 -14.13922599, -38.97973296 -14.16975903, -38.98920312 -14.18738301, -38.99091568023425 -14.198939, -39.10471684 -14.198939, -39.10471684 -13.698939, -38.97774852045627 -13.698939))
462;POINT (-39.0146518770933 -13.45708062883133);POLYGON ((-38.89550200714698 -13.198939, -38.90548008 -13.205466, -38.90945988 -13.211568, -38.92164984 -13.21182198, -38.93215284 -13.21742196, -38.946645 -13.23747198, -38.96462304 -13.28318496, -38.96608284 -13.29066801, -38.96776512 -13.34399697, -38.96073612 -13.36697001, -38.94892992 -13.38569298, -38.94279084 -13.39517898, -38.91745908 -13.37211504, -38.909097 -13.38022404, -38.90587608 -13.37746401, -38.903679 -13.39541298, -38.90676708 -13.40151597, -38.90381184 -13.40151804, -38.90098008 -13.41274302, -38.90477088 -13.42603296, -38.89371096 -13.43150199, -38.88790596 -13.44812796, -38.89159488 -13.45282497, -38.88914508 -13.456953, -38.89225692 -13.46380398, -38.90364192 -13.47695802, -38.91581784 -13.47383898, -38.91809988 -13.48410798, -38.90492712 -13.48369902, -38.90412108 -13.487103, -38.90923488 -13.48940196, -38.90754504 -13.49398197, -38.911455 -13.50037404, -38.92692204 -13.51014696, -38.93167512 -13.52485503, -38.934981 -13.55957397, -38.93288112 -13.56981003, -38.92671504 -13.57532397, -38.92679604 -13.57574301, -38.91620484 -13.57504299, -38.91457188 -13.58196102, -38.91464496 -13.58334504, -38.91465612 -13.58854902, -38.90201292 -13.59798804, -38.90581704 -13.607127, -38.90565288 -13.621257, -38.89651212 -13.62536496, -38.88906804 -13.62045204, -38.89134792 -13.62409902, -38.88856296 -13.62388797, -38.88826308 -13.64309802, -38.89236204 -13.65892299, -38.91350484 -13.67332002, -38.91728988 -13.67162802, -38.92303512 -13.65661602, -38.93664816 -13.65509799, -38.95092684 -13.66822701, -38.96642484 -13.670163, -38.96538408 -13.67683398, -38.965059 -13.686759, -38.97743004 -13.69844703, -38.97774852045627 -13.698939, -39.10471684 -13.698939, -39.10471684 -13.198939, -38.89550200714698 -13.198939))
463;POINT (-38.87674651853339 -12.92433831704814);POLYGON ((-38.60471684 -12.92850113893638, -38.61589392 -12.93084198, -38.60551116 -12.95859303, -38.615571 -12.97837602, -38.61543888 -12.98309004, -38.61987192 -12.98329497, -38.63591316 -13.002255, -38.64129804 -13.00924899, -38.65495716 -13.02902703, -38.66582988 -13.03640199, -38.67304608 -13.03680204, -38.69807112 -13.055058, -38.71407816 -13.059801, -38.72649996 -13.07154402, -38.73052908 -13.08074697, -38.73648996 -13.08774996, -38.74367808 -13.08815604, -38.75038416 -13.09433796, -38.76311412 -13.11784902, -38.76763896 -13.12030503, -38.78929188 -13.13023599, -38.798757 -13.13554698, -38.79615384 -13.13711802, -38.80534392 -13.14627696, -38.82113784 -13.14881397, -38.84595696 -13.16165103, -38.85848388 -13.17169602, -38.86795584 -13.18500396, -38.88534816 -13.19229702, -38.89550200714698 -13.198939, -39.10471684 -13.198939, -39.10471684 -12.698939, -38.60471684 -12.698939, -38.60471684 -12.92850113893638))
464;POINT (-38.85471684 -12.448939);POLYGON ((-39.10471684 -12.698939, -39.10471684 -12.198939, -38.60471684 -12.198939, -38.60471684 -12.698939, -39.10471684 -12.698939))
465;POINT (-38.85471684 -11.948939);POLYGON ((-39.10471684 -12.198939, -39.10471684 -11.698939, -38.60471684 -11.698939, -38.60471684 -12.198939, -39.10471684 -12.198939))
466;POINT (-38.85471684 -11.448939);POLYGON ((-39.10471684 -11.698939, -39.10471684 -11.198939, -38.60471684 -11.198939, -38.60471684 -11.698939, -39.10471684 -11.698939))
467;POINT (-38.85471684 -10.948939);POLYGON ((-39.10471684 -11.198939, -39.10471684 -10.698939, -38.60471684 -10.698939, -38.60471684 -11.198939, -39.10471684 -11.198939))
468;POINT (-38.85471684 -10.448939);POLYGON ((-39.10471684 -10.698939, -39.10471684 -10.198939, -38.60471684 -10.198939, -38.60471684 -10.698939, -39.10471684 -10.698939))
469;POINT (-38.85471684 -9.948939000000003);POLYGON ((-39.10471684 -10.198939, -39.10471684 -9.698939000000003, -38.60471684 -9.698939000000003, -38.60471684 -10.198939, -39.10471684 -10.198939))
470;POINT (-38.85471684 -9.448939000000003);POLYGON ((-39.10471684 -9.698939000000003, -39.10471684 -9.198939000000003, -38.60471684 -9.198939000000003, -38.60471684 -9.698939000000003, -39.10471684 -9.698939000000003))
471;POINT (-38.85471684 -8.948939000000003);POLYGON ((-39.10471684 -9.198939000000003, -39.10471684 -8.698939000000003, -38.60471684 -8.698939000000003, -38.60471684 -9.198939000000003, -39.10471684 -9.198939000000003))
472;POINT (-38.85471684 -8.448939000000003);POLYGON ((-39.10471684 -8.698939000000003, -39.10471684 -8.198939000000003, -38.60471684 -8.198939000000003, -38.60471684 -8.698939000000003, -39.10471684 -8.698939000000003))
473;POINT (-38.85471684 -7.948939000000003);POLYGON ((-39.10471684 -8.198939000000003, -39.10471684 -7.698939000000003, -38.60471684 -7.698939000000003, -38.60471684 -8.198939000000003, -39.10471684 -8.198939000000003))
474;POINT (-38.85471684 -7.448939000000003);POLYGON ((-39.10471684 -7.698939000000003, -39.10471684 -7.198939000000003, -38.60471684 -7.198939000000003, -38.60471684 -7.698939000000003, -39.10471684 -7.698939000000003))
475;POINT (-38.85471684 -6.948939000000003);POLYGON ((-39.10471684 -7.198939000000003, -39.10471684 -6.698939000000003, -38.60471684 -6.698939000000003, -38.60471684 -7.198939000000003, -39.10471684 -7.198939000000003))
476;POINT (-38.85471684 -6.448939000000003);POLYGON ((-39.10471684 -6.698939000000003, -39.10471684 -6.198939000000003, -38.60471684 -6.198939000000003, -38.60471684 -6.698939000000003, -39.10471684 -6.698939000000003))
477;POINT (-38.85471684 -5.948939000000003);POLYGON ((-39.10471684 -6.198939000000003, -39.10471684 -5.698939000000003, -38.60471684 -5.698939000000003, -38.60471684 -6.198939000000003, -39.10471684 -6.198939000000003))
478;POINT (-38.85471684 -5.448939000000003);POLYGON ((-39.10471684 -5.698939000000003, -39.10471684 -5.198939000000003, -38.60471684 -5.198939000000003, -38.60471684 -5.698939000000003, -39.10471684 -5.698939000000003))
479;POINT (-38.85471684 -4.948939000000003);POLYGON ((-39.10471684 -5.198939000000003, -39.10471684 -4.698939000000003, -38.60471684 -4.698939000000003, -38.60471684 -5.198939000000003, -39.10471684 -5.198939000000003))
480;POINT (-38.85471684 -4.448939000000003);POLYGON ((-39.10471684 -4.698939000000003, -39.10471684 -4.198939000000003, -38.60471684 -4.198939000000003, -38.60471684 -4.698939000000003, -39.10471684 -4.698939000000003))
481;POINT (-38.85471684 -3.948939000000003);POLYGON ((-39.10471684 -4.198939000000003, -39.10471684 -3.698939000000003, -38.60471684 -3.698939000000003, -38.60471684 -4.198939000000003, -39.10471684 -4.198939000000003))
